file,verdict,score,confidence,hires_verdict,evidence_families,engine_version,engine_sha
fd-exchange-v3-setA-r2-0018.flac,AUTHENTIC,23,✅ Authentic file,NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0019.flac,SUSPICIOUS,55,"⚠️  Probable transcoding, manual check recommended",NOT_HIRES,mdct,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0020.flac,WARNING,44,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0021.flac,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0022.flac,AUTHENTIC,26,✅ Authentic file,NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0023.flac,WARNING,34,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0024.flac,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0025.flac,FAKE_CERTAIN,62,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,spectral|stereo|temporal,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0026.flac,FAKE_CERTAIN,85,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|mdct,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0027.flac,AUTHENTIC,23,✅ Authentic file,NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0028.flac,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|temporal,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0029.flac,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0030.flac,FAKE_CERTAIN,62,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,spectral|stereo|temporal,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0031.flac,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0032.flac,AUTHENTIC,22,✅ Authentic file,NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0033.flac,FAKE_CERTAIN,91,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0034.flac,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0035.flac,AUTHENTIC,12,✅ Authentic file,NOT_HIRES,stereo|temporal,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0036.flac,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0037.flac,FAKE_CERTAIN,96,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|temporal,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0038.flac,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0039.flac,AUTHENTIC,22,✅ Authentic file,NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0040.flac,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0041.flac,SUSPICIOUS,72,"⚠️  Probable transcoding, manual check recommended",NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0042.flac,FAKE_CERTAIN,55,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|mdct,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0043.flac,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0044.flac,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0045.flac,SUSPICIOUS,55,"⚠️  Probable transcoding, manual check recommended",NOT_HIRES,mdct,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0046.flac,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,stereo|temporal,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0047.flac,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,stereo|temporal,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0048.flac,SUSPICIOUS,55,"⚠️  Probable transcoding, manual check recommended",NOT_HIRES,mdct,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0049.flac,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0050.flac,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,temporal,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0051.flac,FAKE_CERTAIN,55,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,mdct|stereo,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0052.flac,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,stereo|temporal,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0053.flac,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|temporal,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0054.flac,SUSPICIOUS,55,"⚠️  Probable transcoding, manual check recommended",NOT_HIRES,mdct,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0055.flac,AUTHENTIC,23,✅ Authentic file,NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0056.flac,SUSPICIOUS,72,"⚠️  Probable transcoding, manual check recommended",NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0057.flac,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0058.flac,AUTHENTIC,23,✅ Authentic file,NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0059.flac,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0060.flac,AUTHENTIC,23,✅ Authentic file,NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0061.flac,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,temporal,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0062.flac,FAKE_CERTAIN,80,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0063.flac,SUSPICIOUS,55,"⚠️  Probable transcoding, manual check recommended",NOT_HIRES,mdct,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0064.flac,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|stereo|temporal,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0065.flac,FAKE_CERTAIN,111,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,mdct|spectral|stereo|temporal,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0066.flac,AUTHENTIC,23,✅ Authentic file,NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0067.flac,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0068.flac,SUSPICIOUS,55,"⚠️  Probable transcoding, manual check recommended",NOT_HIRES,mdct,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0069.flac,WARNING,35,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0070.flac,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0071.flac,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|temporal,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0072.flac,FAKE_CERTAIN,65,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,spectral|stereo|temporal,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0073.flac,AUTHENTIC,26,✅ Authentic file,NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0074.flac,SUSPICIOUS,73,"⚠️  Probable transcoding, manual check recommended",NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0075.flac,FAKE_CERTAIN,85,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|temporal,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0076.flac,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0077.flac,FAKE_CERTAIN,67,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,spectral|temporal,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0078.flac,SUSPICIOUS,55,"⚠️  Probable transcoding, manual check recommended",NOT_HIRES,mdct,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0079.flac,AUTHENTIC,25,✅ Authentic file,NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0080.flac,WARNING,52,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|mdct,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0081.flac,FAKE_CERTAIN,85,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|mdct,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0082.flac,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0083.flac,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,stereo|temporal,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0084.flac,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0085.flac,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0086.flac,FAKE_CERTAIN,63,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,spectral|stereo,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0087.flac,AUTHENTIC,23,✅ Authentic file,NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0088.flac,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|stereo|temporal,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0089.flac,AUTHENTIC,27,✅ Authentic file,NOT_HIRES,temporal,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0090.flac,FAKE_CERTAIN,55,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,mdct|stereo|temporal,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0091.flac,AUTHENTIC,26,✅ Authentic file,NOT_HIRES,cnn,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0092.flac,AUTHENTIC,24,✅ Authentic file,NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0093.flac,AUTHENTIC,22,✅ Authentic file,NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0094.flac,FAKE_CERTAIN,55,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|mdct,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0095.flac,SUSPICIOUS,55,"⚠️  Probable transcoding, manual check recommended",NOT_HIRES,mdct,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0096.flac,SUSPICIOUS,55,"⚠️  Probable transcoding, manual check recommended",NOT_HIRES,mdct,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0097.flac,SUSPICIOUS,72,"⚠️  Probable transcoding, manual check recommended",NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0098.flac,AUTHENTIC,2,✅ Authentic file,NOT_HIRES,stereo,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0099.flac,AUTHENTIC,27,✅ Authentic file,NOT_HIRES,cnn|stereo|temporal,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0100.flac,AUTHENTIC,22,✅ Authentic file,NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0101.flac,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0102.flac,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|stereo,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0103.flac,AUTHENTIC,25,✅ Authentic file,NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0104.flac,SUSPICIOUS,72,"⚠️  Probable transcoding, manual check recommended",NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0105.flac,AUTHENTIC,22,✅ Authentic file,NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0106.flac,AUTHENTIC,25,✅ Authentic file,NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0107.flac,FAKE_CERTAIN,85,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|mdct|stereo,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0108.flac,AUTHENTIC,22,✅ Authentic file,NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0109.flac,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0110.flac,WARNING,38,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0111.flac,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0112.flac,AUTHENTIC,22,✅ Authentic file,NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0113.flac,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0114.flac,AUTHENTIC,22,✅ Authentic file,NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0115.flac,FAKE_CERTAIN,90,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0116.flac,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0117.flac,AUTHENTIC,26,✅ Authentic file,NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0118.flac,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0119.flac,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|stereo,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0120.flac,SUSPICIOUS,76,"⚠️  Probable transcoding, manual check recommended",NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0121.flac,SUSPICIOUS,72,"⚠️  Probable transcoding, manual check recommended",NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0122.flac,FAKE_CERTAIN,96,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0123.flac,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0124.flac,AUTHENTIC,23,✅ Authentic file,NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0125.flac,AUTHENTIC,23,✅ Authentic file,NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0126.flac,AUTHENTIC,26,✅ Authentic file,NOT_HIRES,spectral,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0127.flac,FAKE_CERTAIN,74,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo|temporal,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0128.flac,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0129.flac,FAKE_CERTAIN,85,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|mdct,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0130.flac,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|stereo|temporal,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0131.flac,FAKE_CERTAIN,81,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|mdct|stereo,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0132.flac,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0133.flac,FAKE_CERTAIN,85,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|mdct,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
fd-exchange-v3-setA-r2-0134.flac,FAKE_CERTAIN,85,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|mdct,1.13.8,44e65b7fe0c1c5f313e48a9ac5eb7809bff0dcc4
