slug,label,codec,score,verdict,cutoff_freq,families,Rule1MP3Bitrate,Rule2Cutoff,Rule3SourceVsContainer,Rule424BitSuspect,Rule5HighVariance,Rule6HighQualityProtection,Rule7SilenceAnalysis,Rule8NyquistException,Rule10Consistency,Rule11CassetteDetection,Rule12MLClassifier,Rule13MDCTAlignment,_calculator
024-15-Jordi-Savall-Concert-li-la-rougeville-gigue,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
025-07-Bolalar-Lola,0,authentic,0,AUTHENTIC,21500.0,,0,0,0,0,0,0,,-30,,,0,0,
028-04-Lisu-Yue-phue-alcool-de-ma-s,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
029-05-Kuusow-Kurtunwaarey-Amin-Xaaji-Cusmaan-Cabdul,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
034-09-Snow-Ghosts-Bowline,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
035-16-Slow-Air-In-Dropped-D,0,authentic,0,AUTHENTIC,21000.0,,0,0,0,0,0,0,,-30,,,0,0,
032-05-2kilos-more-Cache-feu,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
033-01-Daylight-Rising,0,authentic,0,AUTHENTIC,21500.0,,0,0,0,0,0,0,,-30,,,0,0,
030-06-S-bastien-Tellier-Benny,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
031-07-Shkoon-Just-Emma-Id,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
038-11-Red-Hot-Chili-Peppers-This-velvet-glove,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
039-13-Kat-Onoma-Change-blues,0,authentic,0,AUTHENTIC,21000.0,,0,0,0,0,0,0,,-30,,,0,0,
036-08-Nicolas-Comment-Amaurose,0,authentic,0,AUTHENTIC,21250.0,,0,0,0,0,0,0,,-30,,,0,0,
037-02-Super-Cayor-De-Dakar-Emboutaieillage,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
040-11-Xploding-Plastix-Far-flung-tonic,0,authentic,0,AUTHENTIC,21250.0,,0,0,0,0,0,0,,-30,,,0,0,
041-07-Mondkopf-Summer-afternoon-on-the-carribean-se,0,authentic,5,AUTHENTIC,19000.0,spectral,0,5,0,0,0,0,,0,,,0,0,
044-02-Various-Artists-Ka-mea-mea,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
045-08-DJ-Katapila-Trotro-instrumental,0,authentic,11,AUTHENTIC,17750.0,spectral,0,11,0,0,0,0,,0,,0,0,,
042-04-Keletigui-et-ses-Tambourinis-Nadia,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
043-03-Massive-Attack-Inertia-Creeps-Manic-Street-Pr,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
046-04-Clelia-Felix-Shine-so-bright,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
047-03-Lemma-Souad-Asla-Maachouk-Nbi,0,authentic,0,AUTHENTIC,21250.0,,0,0,0,0,0,0,,-30,,,0,0,
050-08-Boubacar-Traor-Pierrette,0,authentic,0,AUTHENTIC,21500.0,,0,0,0,0,0,0,,-30,,,0,0,
051-07-Coldcut-x-On-U-Sound-Kajra-mohobbat-wala-feat,0,authentic,0,AUTHENTIC,21250.0,,0,0,0,0,0,0,,-30,,,0,0,
048-08-Gabriel-Romero-La-Piragua,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
049-Nigeria-70-vol-1-Lagos-jump-09-Chief-Checker-Afr,0,authentic,0,AUTHENTIC,21500.0,,0,0,0,0,0,0,,-30,,,0,0,
052-06-Papa-Wemba-Efeka-mandundu,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
053-03-Jupiter-Okwess-Ofakombolo,0,authentic,0,AUTHENTIC,20500.0,,0,0,0,0,0,0,,0,,,0,0,
054-10-George-Bruns-Two-dogs-and-a-cycle,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
055-01-Godspeed-You-Black-Emperor-Undoing-a-luciferi,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
056-14-Hlamalani,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
057-02-Nass-El-Ghiwan-El-Mekkaoui-le-mecquois,0,authentic,0,AUTHENTIC,20750.0,,0,0,0,0,0,0,,0,,,0,0,
058-01-Piny-Runa-Woko,0,authentic,0,AUTHENTIC,20750.0,,0,0,0,0,0,0,,0,,,0,0,
059-01-Genesis-Gospel-Singers-Momma-mo-akoma-ntutu,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
060-13-Naomi-The-Boys-Bad-loser,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
061-07-Black-Truth-Rhythm-Band-Imo,0,authentic,111,SUSPICIOUS,17750.0,spectral,50,11,50,0,0,0,,0,0,0,0,,
064-01-Blank-Jones-Feat-Mike-Francis-Someone-like-yo,0,authentic,0,AUTHENTIC,21250.0,,0,0,0,0,0,0,,-30,,,0,0,
065-05-Quizas-Quizas,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
062-03-Alpha-Blondy-Jah-glory,0,authentic,0,AUTHENTIC,20500.0,,0,0,0,0,0,0,,0,,,0,0,
063-09-Rodolphe-Burger-Billy-the-kid,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
070-02-Guts-Good-morning,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
071-01-Jaipur-Kawa-Brass-Band-Piya-tu-ab-aaja,0,authentic,18,AUTHENTIC,16250.0,spectral,0,18,0,0,0,0,,0,,0,0,,
066-04-Etoile-de-Dakar-My-wa-wa,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
067-03-The-Streets-Let-s-push-things-forward,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
068-08-Eddie-Palmieri-Cal-Tjader-Bamboleate,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
069-02-Eden-Ahbez-The-wanderer,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
072-05-Simo-Moumen-Samsara,0,authentic,2,AUTHENTIC,19500.0,spectral,0,2,0,0,0,0,,0,,,0,0,
073-10-Vanilla-Fudge-Eleanor-rigby,0,authentic,0,AUTHENTIC,20750.0,,0,0,0,0,0,0,,0,,,0,0,
076-20-Fran-ois-Couperin-O-salutaris,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
077-01-Jaga-Jazzist-All-i-know-is-tonight,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
074-09-Koki-Nakano-Lift,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
075-03-Jordi-Savall-El-rey-de-francia-esmirna,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
000-03-Balla-et-ses-Balladins-Moi-ca-ma-fout,1,aac_ff128,13,AUTHENTIC,17250.0,spectral,0,13,0,0,0,0,,0,,0,0,,
001-11-Gilbert-B-caud-Le-bain-de-minuit,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
002-03-Hraach-Let-it-go,1,aac_ff128,142,FAKE_CERTAIN,17500.0,cnn+spectral,50,12,50,0,0,0,,0,0,0,30,,
003-01-Thor-Dari-lullaby,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
078-04-Kat-Onoma-La-chambre,0,authentic,0,AUTHENTIC,21500.0,,0,0,0,0,0,0,,-30,,,0,0,
079-04-Gwen-McCrae-Let-s-straighten-it-out,0,authentic,0,AUTHENTIC,22050.0,,0,0,0,0,0,0,,-50,,,0,0,
004-01-Thiossane-Ablaye-Ndiaye-Aminata-ndiaye,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
005-17-Los-Seven-Del-Swing-Celoso,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
006-09-Mahmoud-Ahmed-Tezeta,1,aac_ff128,13,AUTHENTIC,17250.0,spectral,0,13,0,0,0,0,,0,,0,0,,
007-07-Wax-Tailor-Positively-inclined-featuring-main,1,aac_ff128,40,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,27,,
008-06-The-Mebusas-Mr-bull-dog-original-45-version,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
009-03-Ilya-Beshevli-To-solitude,1,aac_ff128,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
010-06-Jon-Hassell-These-times,1,aac_ff128,113,SUSPICIOUS,17250.0,spectral,50,13,50,0,0,0,,0,0,0,0,,
011-07-Ensemble-National-des-Percussions-de-Guin-e-K,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
012-07-A-La-Carte-Brass-And-Percussion-Papa-was-a-ro,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
013-22-Roswell-Sacred-Harp-Quartet-Weeping-mary,1,aac_ff128,13,AUTHENTIC,17250.0,spectral,0,13,0,0,0,0,,0,,0,0,,
014-26-Dock-Walsh-Bathe-in-that-beautiful-pool,1,aac_ff128,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
015-08-Jos-Gonz-lez-Vissel,1,aac_ff128,63,SUSPICIOUS,17250.0,spectral,50,13,0,0,0,0,,0,0,0,0,,
016-03-Memory-Tapes-Green-knight,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
017-13-Cafe-Del-Mar-Submariner,1,aac_ff128,38,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,25,,
018-04-Bag-o-wire-Resovoir,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
019-04-Kohi-Jadu,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
020-06-Bola-Tigantabame,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
021-13-Colombiafrica-The-Mystic-Orchestra-Rey-de-roc,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
024-15-Jordi-Savall-Concert-li-la-rougeville-gigue,1,aac_ff128,93,FAKE_CERTAIN,17250.0,cnn+spectral,50,13,0,0,0,0,,0,0,0,30,,
025-07-Bolalar-Lola,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
022-17-Michel-Legrand-It-s-good-to-be-alive-the-chas,1,aac_ff128,113,SUSPICIOUS,17250.0,spectral,50,13,50,0,0,0,,0,0,0,0,,
023-01-Yusef-Lateef-Buddy-and-lou,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
026-06-Oumou-Dioubat-Siyala,1,aac_ff128,42,WARNING,17500.0,cnn+spectral,0,12,0,0,0,0,,0,,0,30,,
027-01-Dimlite-Kitty-Cradle-Fog,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
030-06-S-bastien-Tellier-Benny,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
031-07-Shkoon-Just-Emma-Id,1,aac_ff128,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
028-04-Lisu-Yue-phue-alcool-de-ma-s,1,aac_ff128,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
029-05-Kuusow-Kurtunwaarey-Amin-Xaaji-Cusmaan-Cabdul,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
032-05-2kilos-more-Cache-feu,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
033-01-Daylight-Rising,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
036-08-Nicolas-Comment-Amaurose,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
037-02-Super-Cayor-De-Dakar-Emboutaieillage,1,aac_ff128,137,FAKE_CERTAIN,17500.0,cnn+spectral,50,12,50,0,0,0,,0,0,0,25,,
034-09-Snow-Ghosts-Bowline,1,aac_ff128,93,SUSPICIOUS,17250.0,spectral,50,13,50,0,0,0,,0,-20,0,0,,
035-16-Slow-Air-In-Dropped-D,1,aac_ff128,63,SUSPICIOUS,17250.0,spectral,50,13,0,0,0,0,,0,0,0,0,,
038-11-Red-Hot-Chili-Peppers-This-velvet-glove,1,aac_ff128,19,AUTHENTIC,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,6,,
039-13-Kat-Onoma-Change-blues,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
042-04-Keletigui-et-ses-Tambourinis-Nadia,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
043-03-Massive-Attack-Inertia-Creeps-Manic-Street-Pr,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
040-11-Xploding-Plastix-Far-flung-tonic,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
041-07-Mondkopf-Summer-afternoon-on-the-carribean-se,1,aac_ff128,42,WARNING,17500.0,cnn+spectral,0,12,0,0,0,0,,0,,0,30,,
044-02-Various-Artists-Ka-mea-mea,1,aac_ff128,113,SUSPICIOUS,17250.0,spectral,50,13,50,0,0,0,,0,0,0,0,,
045-08-DJ-Katapila-Trotro-instrumental,1,aac_ff128,43,WARNING,16750.0,cnn+spectral,0,16,0,0,0,0,,0,,0,27,,
048-08-Gabriel-Romero-La-Piragua,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
049-Nigeria-70-vol-1-Lagos-jump-09-Chief-Checker-Afr,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
046-04-Clelia-Felix-Shine-so-bright,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
047-03-Lemma-Souad-Asla-Maachouk-Nbi,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
050-08-Boubacar-Traor-Pierrette,1,aac_ff128,143,FAKE_CERTAIN,17250.0,cnn+spectral,50,13,50,0,0,0,,0,0,0,30,,
051-07-Coldcut-x-On-U-Sound-Kajra-mohobbat-wala-feat,1,aac_ff128,143,FAKE_CERTAIN,17250.0,cnn+spectral,50,13,50,0,0,0,,0,0,0,30,,
052-06-Papa-Wemba-Efeka-mandundu,1,aac_ff128,13,AUTHENTIC,17250.0,spectral,0,13,0,0,0,0,,0,,0,0,,
053-03-Jupiter-Okwess-Ofakombolo,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
054-10-George-Bruns-Two-dogs-and-a-cycle,1,aac_ff128,143,FAKE_CERTAIN,17250.0,cnn+spectral,50,13,50,0,0,0,,0,0,0,30,,
055-01-Godspeed-You-Black-Emperor-Undoing-a-luciferi,1,aac_ff128,13,AUTHENTIC,17250.0,spectral,0,13,0,0,0,0,,0,,0,0,,
056-14-Hlamalani,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
057-02-Nass-El-Ghiwan-El-Mekkaoui-le-mecquois,1,aac_ff128,113,SUSPICIOUS,17250.0,spectral,50,13,50,0,0,0,,0,0,0,0,,
058-01-Piny-Runa-Woko,1,aac_ff128,143,FAKE_CERTAIN,17250.0,cnn+spectral,50,13,50,0,0,0,,0,0,0,30,,
059-01-Genesis-Gospel-Singers-Momma-mo-akoma-ntutu,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
060-13-Naomi-The-Boys-Bad-loser,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
061-07-Black-Truth-Rhythm-Band-Imo,1,aac_ff128,143,FAKE_CERTAIN,17250.0,cnn+spectral,50,13,50,0,0,0,,0,0,0,30,,
062-03-Alpha-Blondy-Jah-glory,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
063-09-Rodolphe-Burger-Billy-the-kid,1,aac_ff128,113,SUSPICIOUS,17250.0,spectral,50,13,50,0,0,0,,0,0,0,0,,
066-04-Etoile-de-Dakar-My-wa-wa,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
067-03-The-Streets-Let-s-push-things-forward,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
064-01-Blank-Jones-Feat-Mike-Francis-Someone-like-yo,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
065-05-Quizas-Quizas,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
068-08-Eddie-Palmieri-Cal-Tjader-Bamboleate,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
069-02-Eden-Ahbez-The-wanderer,1,aac_ff128,113,SUSPICIOUS,17250.0,spectral,50,13,50,0,0,0,,0,0,0,0,,
072-05-Simo-Moumen-Samsara,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
073-10-Vanilla-Fudge-Eleanor-rigby,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
070-02-Guts-Good-morning,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
071-01-Jaipur-Kawa-Brass-Band-Piya-tu-ab-aaja,1,aac_ff128,40,WARNING,16250.0,cnn+spectral,0,18,0,0,0,0,,0,,0,22,,
074-09-Koki-Nakano-Lift,1,aac_ff128,113,SUSPICIOUS,17250.0,spectral,50,13,50,0,0,0,,0,0,0,0,,
075-03-Jordi-Savall-El-rey-de-francia-esmirna,1,aac_ff128,113,SUSPICIOUS,17250.0,spectral,50,13,50,0,0,0,,0,0,0,0,,
078-04-Kat-Onoma-La-chambre,1,aac_ff128,143,FAKE_CERTAIN,17250.0,cnn+spectral,50,13,50,0,0,0,,0,0,0,30,,
079-04-Gwen-McCrae-Let-s-straighten-it-out,1,aac_ff128,42,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,29,,
076-20-Fran-ois-Couperin-O-salutaris,1,aac_ff128,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
077-01-Jaga-Jazzist-All-i-know-is-tonight,1,aac_ff128,43,WARNING,17250.0,cnn+spectral,0,13,0,0,0,0,,0,,0,30,,
000-03-Balla-et-ses-Balladins-Moi-ca-ma-fout,1,aac_ff256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
001-11-Gilbert-B-caud-Le-bain-de-minuit,1,aac_ff256,55,SUSPICIOUS,21250.0,mdct,0,0,0,0,0,0,,-30,,,0,55,30
002-03-Hraach-Let-it-go,1,aac_ff256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
003-01-Thor-Dari-lullaby,1,aac_ff256,85,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
004-01-Thiossane-Ablaye-Ndiaye-Aminata-ndiaye,1,aac_ff256,85,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
005-17-Los-Seven-Del-Swing-Celoso,1,aac_ff256,66,FAKE_CERTAIN,20250.0,cnn+mdct,0,0,0,0,0,0,,0,,,11,55,
006-09-Mahmoud-Ahmed-Tezeta,1,aac_ff256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
007-07-Wax-Tailor-Positively-inclined-featuring-main,1,aac_ff256,76,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,21,55,50
008-06-The-Mebusas-Mr-bull-dog-original-45-version,1,aac_ff256,102,SUSPICIOUS,19500.0,spectral,50,2,50,0,0,0,0,0,0,,0,,
009-03-Ilya-Beshevli-To-solitude,1,aac_ff256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
010-06-Jon-Hassell-These-times,1,aac_ff256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
011-07-Ensemble-National-des-Percussions-de-Guin-e-K,1,aac_ff256,55,SUSPICIOUS,21000.0,mdct,0,0,0,0,0,0,,-30,,,0,55,30
012-07-A-La-Carte-Brass-And-Percussion-Papa-was-a-ro,1,aac_ff256,55,SUSPICIOUS,20500.0,mdct,0,0,0,0,0,0,,0,,,0,55,
013-22-Roswell-Sacred-Harp-Quartet-Weeping-mary,1,aac_ff256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
014-26-Dock-Walsh-Bathe-in-that-beautiful-pool,1,aac_ff256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
015-08-Jos-Gonz-lez-Vissel,1,aac_ff256,55,SUSPICIOUS,22050.0,mdct,0,0,0,0,0,0,,-50,,,0,55,50
016-03-Memory-Tapes-Green-knight,1,aac_ff256,85,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
017-13-Cafe-Del-Mar-Submariner,1,aac_ff256,85,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
018-04-Bag-o-wire-Resovoir,1,aac_ff256,85,FAKE_CERTAIN,21750.0,cnn+mdct,0,0,0,0,0,0,,-50,,,30,55,50
019-04-Kohi-Jadu,1,aac_ff256,83,FAKE_CERTAIN,22050.0,cnn+mdct,0,0,0,0,0,0,,-50,,,28,55,50
020-06-Bola-Tigantabame,1,aac_ff256,79,FAKE_CERTAIN,20500.0,cnn+mdct,0,0,0,0,0,0,,0,,,24,55,
021-13-Colombiafrica-The-Mystic-Orchestra-Rey-de-roc,1,aac_ff256,55,SUSPICIOUS,20750.0,mdct,0,0,0,0,0,0,,0,,,0,55,
022-17-Michel-Legrand-It-s-good-to-be-alive-the-chas,1,aac_ff256,64,FAKE_CERTAIN,21500.0,cnn+mdct,0,0,0,0,0,0,,-30,,,9,55,30
